2729 1046 8158 139 2039 183 292 801 374 117 8038 145 256 37 292 1077 5382 1701 14	3461 855 1956 230 4343 12 146 155 7625 386 6820 706 362 151 217 146 129 1080 4518 5647 2153 14
314 33144 631 117 11735 12750 1564 2274 1561 495 117 8038 145 6027 57 1221 114 5159 22 183 57 428 140 10308 15749 426 137 6017 173 779 256 3439 139 2045 684 20695 6115 7109 16422 14	609 455 362 306 155 7625 247 255 33144 13 532 298 18184 27950 1067 6857 12 131 114 4129 22 15733 12 218 1592 12 146 910 8054 386 33891 36510 4643 244 5618 12 8701 247 353 807 10647 8951 17782 293 2371 14
519 7380 183 222 426 137 1884 4652 125 1419 140 6491 3575 14	2062 1747 2371 6028 20857 3811 233 13658 131 15344 3827 13347 293 14
37 1144 183 125 1419 140 6491 3575 120 57 2758 1372 1419 140 125 1355 9702 685 145 57 1221 139 809 5862 122 384 137 7191 26780 14	365 1163 12 218 131 3521 131 15344 3827 424 17008 1156 16665 131 2761 14551 4489 151 143 1350 12 1107 164 23273 12 8895 18782 156 1555 14
37 1172 139 1027 1755 408 439 5382 119 19033 140 183 2405 139 667 120 5116 57 631 12 243 57 3081 1221 12 145 1755 183 120 2039 37 439 1168 6184 335 117 8038 14	365 529 1605 12 410 118 1295 200 12 424 23293 677 143 3664 164 13273 12 370 255 118 306 3973 228 424 532 151 3072 21771 2047 12 151 410 129 17255 1226 12 212 155 7625 164 1166 14
1396 120 3662 125 799 944 493 1415 12 237 493 1604 12 5382 222 1046 12 65 14 61 14 117 8038 1845 139 125 2204 140 125 8392 140 125 631 14	8900 1080 626 483 12 639 483 1431 12 488 855 7212 12 60 14 64 14 155 7625 164 4629 131 2108 298 153 532 14
1657 471 12 32043 251 222 814 8 75 999 432 13 4469 140 125 319 495 12 57 4102 329 501 1252 12 5465 173 1819 8038 12 114 20952 114 11667 12 173 125 17248 140 57 6816 5352 814 13 3402 382 621 329 501 33338 139 6455 14 324 1730 2572 3251 341 26114 14	375 3133 36861 9938 233 562 1237 5887 4199 986 2081 12 218 114 153 3819 1759 12 114 20952 12 221 7625 534 5180 146 1334 2822 769 597 2643 148 24439 5352 12229 14958 24918 4583 443 26114 5094 1569 200 14
2661 125 3401 140 57 3517 545 12 341 32824 12 57 8724 329 1256 501 3928 12 256 1084 949 5801 12 2739 4322 14	842 5548 769 5929 7540 12 1038 32824 12 881 1116 230 32536 8501 12 146 225 3039 12 286 225 1205 1337 12 7533 1569 200 14
1368 12 37 384 1028 493 12 114 3867 251 125 2291 256 120 552 10387 8141 320 125 319 495 145 320 125 1920 140 125 319 979 12 139 895 23759 12 3847 125 8810 140 1112 494 26612 713 6239 145 125 2251 493 1524 12 139 125 471 145 139 125 29679 140 20952 12 341 26008 12 621 329 125 2290 139 806 57 15270 140 17248 145 139 35554 35534 125 12989 2654 14	12072 131 1269 562 455 151 225 131 3276 562 308 5681 3123 12889 4517 529 129 483 996 4225 12 153 6497 5013 8927 18330 151 131 1876 12 146 483 3176 12 370 255 2292 5740 5924 151 33190 225 20952 12 496 26969 51 14 26008 12 131 386 12676 131 25695 233 8200 32350 151 386 3763 34669 972 233 17946 12729 17255 200 12 14468 164 1557 14
550 120 235 114 3867 251 125 3063 183 157 273 2459 16449 14	1839 212 5300 153 9652 12 146 193 5434 10340 388 14
3646 493 12 341 31943 12 37 1730 335 196 10468 187 14	3945 2952 12 347 31943 12 252 292 129 7028 1166 14
5275 12 122 120 1999 114 9565 251 125 5162 222 1746 329 2459 2105 14	609 200 1126 162 3985 131 3423 12 146 193 351 455 1236 3176 388 14
1657 471 12 37 426 565 139 2805 1112 2827 139 57 1538 114 256 222 495 329 15671 5659 119 1550 14	649 1621 4 365 529 483 217 424 1679 6596 1557 12 247 255 306 770 455 1236 1187 8084 357 14
519 120 125 1538 140 19223 21745 14	609 200 131 1679 225 19223 21745 14
1839 140 210 1074 216 3629 183 125 7382 273 4551 35512 3251 145 983 122 887 183 114 13080 12 1184 12 1968 139 1725 2060 120 57 9642 1119 14	395 7628 318 795 531 12 218 252 2916 4375 23447 1869 151 2775 2979 357 12 218 286 114 14783 131 4573 164 1093 20767 9166 11333 118 1433 200 14
6701 12 1850 12 185 120 139 368 1561 125 7382 2324 533 871 125 1152 14146 120 8438 154 14	4462 200 118 637 196 12 218 113 1187 23355 293 539 12 1022 131 19261 114 18953 1065 14
324 1027 12 145 157 273 4320 138 1357 114 510 1084 5593 2795 12 2739 4040 2249 125 1131 6550 432 13 4469 140 1131 814 12 183 222 120 243 10763 57 1372 1538 145 183 122 120 5638 173 19223 21745 139 137 15444 140 4221 5606 145 28377 117 871 140 250 6274 138 125 22167 140 1422 16742 14	395 1605 151 193 388 118 114 1770 737 3039 8659 6242 13 2579 2217 131 1690 24935 233 4119 3097 1782 218 212 244 617 143 30210 1679 200 151 218 118 8022 200 12 19223 21745 8910 151 240 679 2998 10940 12 1022 193 351 31428 225 3013 12147 424 6161 388 14
2334 16742 428 125 2103 140 125 319 1564 139 6104 125 2172 1748 12788 12 145 183 120 1553 37 384 1028 493 139 7059 57 2689 6796 5022 373 125 1061 758 8388 145 139 895 495 8 75 1215 12 138 3340 114 125 5593 256 122 329 2105 12 887 138 1185 138 13080 120 1596 14	1584 3980 376 146 2871 221 146 1004 2157 597 2128 131 2172 35767 12 151 10538 3637 129 483 12 424 9525 5373 12 131 1277 146 4186 14872 27208 6449 12 164 3561 151 162 3985 131 7283 233 1237 114 14783 488 3423 2775 164 1557 14
8778 12 1283 4761 12 37 1730 137 3629 139 1668 875 125 8388 140 222 1538 944 37 273 4344 1112 6796 14	649 4761 12 129 1226 7028 1525 12 146 986 25197 14872 164 3561 12 639 1205 2453 9525 8350 14
1657 471 12 37 384 4379 565 139 17309 493 117 125 697 183 493 273 7174 1112 5773 145 183 12 2249 222 999 432 13 4469 140 125 687 814 12 125 1613 140 10370 11759 114 250 11524 329 2795 4084 7558 14	649 1621 12 3082 4925 2952 1208 12 218 483 2847 6726 388 151 1409 114 131 2458 10693 233 1397 3097 252 14741 119 31588 114 2213 13732 4396 4829 9972 200 14
1610 12 1657 471 12 689 6020 3401 329 243 501 3727 14	6018 12 649 1621 12 881 3838 5548 244 16730 14
5678 390 216 552 1223 10769 11759 145 408 2550 408 12 390 120 1359 186 7641 8199 12 256 120 667 37 1318 7948 871 7641 949 1074 565 139 137 401 139 1880 125 7205 1184 944 157 216 5741 139 222 1585 140 23036 1492 2563 14	9696 626 193 1694 1860 18984 151 424 4447 12 491 321 280 637 3072 12347 21406 14304 14 365 3018 483 637 228 143 31117 1551 8728 12 1088 286 193 5435 3073 4725 146 18310 5068 12 639 193 3056 11551 15340 114 146 9766 334 142 18208 293 14
37 384 852 2324 533 1028 493 139 1410 183 157 938 57 7641 8199 138 1234 14	1902 529 129 483 4934 15013 12 1208 5186 164 1595 12 218 286 143 31116 21406 27116 27860 362 14
1283 22064 13 1801 22040 12 37 439 815 493 183 222 1200 120 117 125 2131 173 125 15478 8 3213 117 11282 14	649 22064 13 1801 22040 12 129 527 1277 7708 12 218 534 1922 155 11812 217 131 2003 131 13164 1675 14
519 292 12 37 1423 12 137 12097 114 57 1893 2437 14	365 2417 12 218 2416 114 6360 3985 4590 362 14
1657 471 12 439 493 815 234 1553 222 495 1228 243 15198 139 125 2395 145 1929 1944 183 122 2944 24094 28	649 1621 12 626 483 1205 1125 12 5247 306 770 455 244 119 146 29005 18542 2567 12 146 118 1337 6810 357 28
6380 329 186 1576 1781 3679 501 1884 117 222 882 4570 1765 157 1012 5325 28	18934 881 146 9924 5091 114 616 10784 1738 1259 2780 244 143 10677 2552 9434 28
6380 329 390 501 186 6787 145 11807 1245 3213 1765 2515 28	18934 200 131 29005 3246 1738 2515 244 143 10677 2552 29292 28
6380 329 390 501 186 14942 776 556 12 4160 114 125 4817 495 24055 128 125 8889 495 24055 28	6665 357 4007 162 15637 554 162 31162 1237 23418 230 32417 10492 11570 28
6380 216 390 186 14942 21966 28	6665 1756 1133 32417 6723 36697 1757 28
6380 273 125 444 36855 243 501 6514 1765 689 9853 28	6665 881 491 3838 15160 2344 7195 12 228 146 34204 1122 15364 164 1557 28
6380 216 186 13 21591 1100 243 15006 28	6665 362 114 153 3668 26578 35083 252 34132 11945 244 10575 28
519 3420 4352 25645 183 157 3108 1944 145 335 243 15198 139 122 3017 14	647 200 230 15262 12 218 193 5814 8472 12 119 146 193 318 1080 1337 244 906 14
1283 13917 12 493 216 1999 1119 145 37 1730 9167 1755 222 329 2944 243 501 1884 14	649 13917 12 483 388 3742 1162 12 151 129 2153 3561 12 410 235 212 1770 196 200 14
37 1730 378 2224 125 1200 139 125 19224 140 15478 12 145 37 155 1180 183 764 292 137 10929 139 1410 183 157 7372 251 125 3215 157 3017 1608 117 14	365 2153 146 855 286 153 13164 9452 14 365 1226 1205 1000 12 218 488 2358 5102 1170 599 12 218 193 146 4736 12 146 193 8472 12 286 1337 15083 14
1657 471 12 1283 33160 33714 145 37 1318 3899 2545 117 1180 8656 140 125 8291 13 471 12 1283 148 5523 12 256 11108 114 57 6655 17380 14	649 1621 4 649 33160 33714 151 129 3261 1522 6206 164 4881 12 114 353 9975 955 142 1187 4816 11096 131 15803 12 649 148 5523 12 1570 14
314 10609 2894 273 243 3624 966 114 125 2131 117 125 5425 183 764 1318 501 13606 114 57 2741 432 13 4469 14	375 7697 9353 388 435 244 114 146 2003 3610 12 180 435 131 1766 2194 12 435 8330 1673 114 353 8246 3564 10707 1569 14
37 384 1028 183 764 11912 12 1765 222 120 243 125 1538 14	365 3637 12 488 3002 164 11431 12 1022 252 244 131 1679 200 14
314 2545 13606 10282 4220 139 1283 148 5523 8 75 5248 12 117 2537 7270 12 145 243 139 603 3968 256 11108 114 125 32126 17380 117 4580 4813 14	375 4516 4003 8849 172 6206 4562 306 217 252 15732 225 649 148 5523 114 353 4881 4343 12 244 217 146 155 4580 14 4813 233 4119 3097 114 131 1881 1031 142 32126 25679 5337 14
341 15992 33903 12 157 1730 9167 235 222 14	21462 5165 12 193 293 252 3561 14
37 7017 183 12 123 753 12 125 1200 3420 139 137 7206 16319 14	365 575 1277 637 1125 12 218 129 146 2119 162 6051 221 1631 19359 2076 14
324 1730 852 1668 875 122 5177 139 1410 183 4814 120 138 122 426 137 14	395 293 252 637 737 2227 3561 12 986 2839 1671 912 604 357 14
1657 471 12 37 426 565 139 1027 237 390 292 137 57 887 5535 1810 373 499 495 222 4625 727 250 514 3961 920 1375 8 75 1563 18664 139 4519 125 10120 13794 117 11739 12 9831 183 125 9372 3000 114 222 495 273 18865 125 10120 13794 114 11739 114 125 2924 28	649 1621 12 129 22488 2120 12 410 252 455 114 534 5180 143 20887 10013 1259 20038 4229 131 4687 3002 12 247 131 230 9418 233 6566 7168 14029 677 12320 9583 362 12 20082 362 12 10579 306 146 2527 3984 114 616 455 114 131 4456 221 252 6566 13794 677 12320 6603 357 14
6647 8 75 1563 243 139 4519 125 13794 120 2400 3217 9831 125 1243 390 14	375 12918 3002 677 230 9418 233 17441 15770 3525 131 18456 2119 230 737 2527 3319 14
743 495 426 6437 57 5535 12 1765 183 120 125 1604 140 125 9372 3000 14	609 455 1333 12 180 212 255 5548 131 2358 3984 5300 12 230 4890 7255 10961 14
519 120 14152 140 535 545 711 139 12902 139 4519 125 13794 14	375 10431 353 9418 233 17441 9517 131 535 13 824 200 26880 14
896 949 273 1315 12 125 1243 390 120 2400 18546 1251 14	1209 1116 6242 881 12 200 146 2119 114 12320 3127 28372 14
1179 120 12 114 697 12 57 2301 140 57 6533 21345 114 125 1352 14	647 1828 3259 146 3319 769 19230 1262 22756 14
324 335 243 1027 667 120 6391 14	395 1605 244 12 355 7253 14
743 1553 426 535 10120 12796 6595 123 125 11978 140 29383 949 28	18934 378 1324 6566 8860 114 131 535 217 2398 30214 946 24713 27131 28
248 704 3242 12 222 1046 120 243 23455 3624 3077 125 11625 173 8449 145 4786 1047 117 8038 14	3557 1922 200 3145 244 221 146 17447 155 7625 2734 14
3784	21065
314 1819 3228 120 125 17861 140 125 3852 6369 140 125 2689 2131 138 5259 374 320 125 2338 140 8619 123 337 3213 140 2600 6276 8980 139 10726 19405 140 125 7846 140 8039 14	1356 131 2003 2465 146 5617 233 9281 10698 131 2003 12 321 113 491 1556 19405 131 6291 155 7625 12 255 2600 14 6137 225 131 3888 131 5586 5094 881 14
1483 1573 273 501 1942 4326 139 9509 145 33281 14	1285 9848 151 29470 1507 1133 4378 280 14
19242 139 11282 26	3757 11812 26
314 2012 140 125 3234 140 319 7080 11625 183 57 296 2149 137 3624 117 337 4381 2013 173 125 1819 3071 1264 145 117 125 4951 1406 140 125 296 14	375 15430 1527 9335 12 230 3026 131 336 298 919 7746 2035 221 146 2529 3280 2174 1020 298 146 24333 131 336 114 146 2003 7704 14
37 384 565 341 11577 12398 12 621 983 125 3401 12 139 2277 139 3809 122 14 1396 120 12 237 185 196 4671 12 140 1265 14	365 3637 153 20987 12 1038 11577 12398 12 3013 3438 164 12300 12 1429 113 212 11582 14
9139 157 1730 1880 125 10535 2690 12 11152 408 8921 114 1908 145 408 1428 14	11766 2787 193 321 13810 26 143 6683 1208 12 353 7002 14
1657 471 12 125 8392 140 125 1707 296 8 75 1003 1067 173 125 1920 12798 355 14613 57 1221 320 125 2012 140 125 3234 140 319 7080 256 355 9277 3449 320 125 2338 140 8619 114 5124 145 256 355 378 10003 5715 320 471 1707 12 621 14610 1422 3775 114 1422 32330 3967 14	649 1621 4 375 9153 233 1684 3485 131 336 1707 221 146 4744 9543 4298 217 424 1350 131 1527 131 11553 3117 2210 2066 12 131 146 25395 24885 131 3888 131 5586 162 5124 151 286 146 17292 4280 225 500 1707 10853 12 131 1671 14289 114 2142 311 20027 11368 30841 14
550 3775 120 758 871 125 296 120 57 3993 251 57 10329 140 1498 114 3867 251 125 4083 145 12 852 12 8403 30649 222 495 8 75 1003 145 3081 5606 173 125 1819 3071 1264 14	1584 14289 200 8745 225 1772 12 351 146 336 143 2139 200 12 252 491 153 8834 252 11799 4807 10354 151 5267 12929 146 2148 151 3081 4836 770 1237 114 153 2529 3280 1723 7390 14
37 384 378 565 139 998 373 12 1657 471 12 183 222 495 3444 139 2397 337 3524 114 471 1707 2249 125 2741 12798 14 519 2486 196 1701 2249 222 12798 12 114 9274 12 145 1077 12 114 5124 12 122 3444 2324 533 139 5020 125 1920 296 14	365 529 286 1892 3663 12 218 770 455 114 131 8246 9543 500 1707 14343 700 4096 6603 357 27 114 534 9543 7762 118 2941 162 9339 4518 700 4096 262 12 151 1080 12 351 146 1443 336 162 10251 397 12 5215 118 162 5124 4518 143 31369 221 146 336 5166 14
1179 329 852 501 3047 799 173 125 296 139 9910 337 1067 145 173 210 139 2699 9297 251 122 145 8016 122 139 250 1497 14	11850 3018 146 336 1116 9294 955 12 910 1551 164 8311 12 151 193 12 228 118 6481 13567 151 153 3448 6266 164 626 14
2643 222 277 12 37 384 565 139 3450 493 140 125 1861 140 2151 5124 12 256 25613 183 125 1221 137 3928 138 3581 138 1238 14	248 616 3985 10295 129 119 146 2919 1269 2151 14 5124 12 114 131 16598 881 12 153 1350 114 131 30305 7030 5918 14
314 5086 140 1131 4625 13 256 7616 736 4688 125 2338 140 8619 12 183 2338 993 2073 3099 139 2202 35752 263 145 18170 2756 1401 8707 13 753 210 251 57 21993 14 22208 125 296 120 243 1169 139 753 222 1067 12 114 256 1538 122 426 7996 122 14	375 7823 131 4119 5180 13 146 155 10701 131 3888 131 5586 1924 5310 4428 151 3519 488 3888 617 386 12843 151 11500 225 6518 16239 11675 7169 881 13 25172 143 25708 26 16466 200 146 336 244 114 131 2119 12 770 1551 5918 9 248 616 1679 1333 435 230 13129 25861 14
6148 139 337 471 12 122 120 114 57 1215 139 335 196 14	1356 153 5907 5410 5586 200 435 1407 114 131 2119 14
11305 183 125 296 120 9211 320 8291 13 471 148 5523 12 37 1144 183 12 1561 4729 12 122 384 1950 237 125 296 1268 2750 210 1027 1317 1169 122 120 139 753 222 1067 12 138 4074 14 25124 12 495 120 243 1169 139 7059 222 1067 12 138 690 4622 139 137 21036 14	1301 146 336 541 146 15803 12 649 148 5523 12 3176 200 12 2076 129 118 221 19000 12 280 131 2561 146 3423 131 336 2673 1338 7285 386 9153 233 3485 12 196 321 118 10323 397 12 164 7864 3459 12 678 252 455 200 386 5617 770 3485 244 114 131 2119 12 321 1522 8424 17984 14
248 689 1685 12 222 1966 8245 25608 384 15104 125 7604 140 495 114 337 6403 138 57 495 12 138 1234 138 8196 119 7277 25608 12 119 22588 8014 256 13478 140 1901 1003 2565 2362 12 114 9999 12 140 57 3967 2842 125 296 8 75 1067 57 4625 5495 13 145 243 57 762 5495 12 138 1318 501 4074 13 8689 114 2882 183 125 3081 1067 292 137 5592 114 5265 12 196 157 1268 23241 71 125 1047 12 1765 117 125 1819 762 250 1497 292 3479 727 122 114 125 1634 145 117 125 5408 145 495 292 186 3225 273 139 18819 727 122 14	1356 1532 1989 1477 488 4090 21824 603 642 24688 217 1151 2140 351 455 151 2001 2672 255 842 10940 353 4588 28943 2334 12 353 31125 13036 23520 12 146 2513 8642 12 153 5398 146 20391 381 3544 131 336 114 30657 3166 230 5180 5308 13 151 244 12 321 10323 12 155 4293 8582 13 386 4963 164 825 12 3519 164 3627 200 12 218 252 31860 162 5341 5923 293 362 12 196 218 193 217 146 2108 14514 3894 12 180 146 10186 151 252 5408 155 4293 1170 531 1242 2001 7982 388 3270 151 252 455 3072 798 719 3496 12 306 247 131 4343 164 6857 14
2729 2012 11043 183 1765 57 2736 120 7345 139 4841 12 1047 145 7608 12 390 439 137 186 15321 9464 173 222 5232 145 157 1144 183 12 237 125 296 120 1169 139 335 196 12 157 1359 273 799 139 126 13 1425 125 7277 1217 870 495 145 125 296 145 8340 114 57 6140 256 30405 250 6403 139 250 5832 1497 14	1301 1163 1527 131 1766 200 12 218 143 455 1407 180 200 12 24742 12 164 5524 151 8498 12 1014 118 1259 1989 491 3072 798 386 19256 534 17284 12 151 193 8914 12 639 146 336 1407 114 131 2119 200 12 1507 193 2227 114 131 955 12 228 146 18827 4757 924 255 455 151 131 336 1187 114 4233 164 1342 151 24966 280 1151 31643 151 18059 1677 164 626 14
4609 12 125 1221 140 125 2012 140 125 3234 140 319 7080 12 145 256 493 273 2483 12 120 183 125 1707 296 753 337 3081 1067 117 11282 12 2739 337 1942 4951 1406 12 871 12 6617 12 157 1268 1831 3017 114 57 18977 1243 26 117 125 13463 183 390 120 186 1534 12 117 125 408 605 12 125 471 140 125 296 384 137 10132 1422 1119 139 2277 114 222 495 145 12 117 125 582 605 12 390 384 137 57 1047 117 57 1406 944 495 1318 186 1845 5171 140 125 7160 117 256 122 120 2720 14	1902 1828 131 1350 131 1527 131 11553 3117 2210 12 153 483 5112 388 12 2513 12 153 11812 351 10383 131 9153 233 3485 131 336 1707 221 146 9543 14599 12 151 114 770 1551 286 252 24333 15712 9533 12 180 193 15810 114 230 31143 1912 12024 3894 26 371 131 23155 12 131 12180 27676 244 280 12 362 8362 255 5586 131 336 252 1433 27326 12 114 616 455 164 1278 12 151 7091 1477 230 2108 298 146 1899 7070 12 1656 218 770 455 8582 146 12194 9501 5035 12 146 131 2108 6190 1507 14
4609 12 1657 471 12 37 384 1028 493 139 3401 183 125 296 2397 337 1685 117 222 1045 145 183 157 1077 8340 139 125 1608 14	3941 3637 129 483 12 649 1621 12 146 336 164 15013 12 306 1694 164 7574 12 151 7942 386 2561 164 13677 14
9 7111 499 125 8053 2012 10	9 5391 131 8053 13 1527 10
1657 471 12 37 2509 155 1999 32230 123 341 11577 12398 8 75 10029 145 125 697 183 185 120 552 6452 173 222 3228 139 137 1262 117 11282 8 75 2131 14	649 1621 12 3924 2106 151 1225 4 365 1226 1387 1631 33349 298 252 5576 233 1225 11577 12398 12 131 1694 8586 12 218 534 23873 217 146 2003 221 11812 1853 362 14
341 11577 12398 12 493 1012 6445 139 13582 125 2338 140 8619 1131 8038 14	347 5165 11577 12398 12 483 5820 155 1690 7625 114 131 3888 131 5586 244 7836 700 14
37 155 243 21075 222 27 122 8011 499 799 139 799 183 949 6437 11020 139 1524 966 14	609 29810 129 244 27 118 2040 1236 1154 280 12 218 382 306 3176 3734 14
341 17455 9211 493 117 222 7270 14	975 5165 17455 357 483 2416 3176 14
248 125 2338 140 8619 12 157 1318 119 114 13 7802 3273 14	395 388 114 131 3888 131 5586 230 13775 1786 2304 14
10071 2012 355 6183 114 21323 667 493 216 3812 552 14	5048 2744 1527 357 252 3176 12 355 483 1694 1125 14
324 1077 1262 122 139 57 1608 14	395 388 1080 10141 14
896 493 1027 12 2110 8747 329 125 962 1613 140 9168 138 1422 2012 329 1820 14	11186 11174 2904 14 5246 11174 357 1541 196 1735 10972 12 321 146 1527 4132 357 14
1179 355 57 1608 117 222 1200 14	647 5215 230 2561 164 616 1922 14
896 37 11914 12 125 5774 140 222 1608 355 25952 9168 139 19406 251 57 1854 25620 14	1584 2561 200 1532 10015 491 196 15438 26 25952 677 19406 10972 370 2392 6776 25852 14
550 1719 183 235 125 14396 251 125 8712 140 125 3089 13 10750 1820 13 497 12 140 1265 12 764 216 243 57 2012 13 1012 114 1217 27 777 1112 2012 5059 183 157 426 8340 138 493 273 1942 1074 14	609 3631 12 531 5398 12 247 8363 131 16513 6898 13 637 146 376 1541 1133 1527 13 2194 306 7880 12 617 2744 1527 397 131 1766 12 196 164 2787 12 321 483 118 795 2687 388 14
1839 140 125 3140 1012 140 57 1911 1685 14	5834 1089 2194 3376 1766 14
1396 355 125 1563 14	609 397 131 4949 14
37 426 552 565 139 4262 117 125 1045 2284 14	6424 529 129 386 3991 1337 1631 1125 14
324 273 3524 114 125 296 145 114 11655 1707 145 12 1951 57 1760 2690 12 138 5023 6777 12 125 9372 3000 140 250 2012 5405 125 1608 140 3524 114 11655 1707 145 125 296 14	395 388 4096 386 336 12 164 11655 1707 12 151 146 1126 2527 3984 1259 1527 357 11655 1707 151 131 336 491 642 6389 3236 12 321 3182 2868 12 252 4096 6603 14
324 1144 12 1850 12 183 125 296 8 75 4381 1758 2445 139 137 8884 1002 57 2129 9861 1973 12 243 777 117 125 2103 140 119 5963 2149 1074 114 125 319 495 12 497 378 117 125 2103 140 57 3562 256 120 2105 114 125 296 145 256 32889 222 1067 920 125 3071 13 814 2197 14	1903 193 376 286 131 1766 12 218 193 230 1786 298 488 3356 131 336 114 642 10603 2890 1250 555 12 244 617 2932 353 13014 3026 795 162 562 455 12 974 286 2932 769 29913 12 252 114 131 336 4436 200 151 770 1551 221 3280 2174 16707 14
1179 120 186 835 3562 4	482 11019 3664 1014 118 244 4
314 296 292 753 337 1067 173 125 814 1007 114 5265 14	375 336 362 252 1551 221 252 1115 1007 162 5341 5390 14
324 273 1315 12 510 1234 12 237 125 296 1228 243 1604 139 5518 125 1007 1067 138 5999 138 6276 1077 157 292 335 122 114 5265 14	395 388 2075 12 71 14 67 12 639 146 336 252 1551 1007 554 244 162 6137 1557 292 12 1080 1557 193 252 162 5341 14
324 273 4074 139 222 14	395 388 255 11941 14
6555 235 12 157 335 243 1604 139 24830 251 125 296 27 237 123 235 1238 12 157 1144 183 125 296 145 495 633 139 28378 125 962 7733 14	395 1431 1541 119 306 3072 8121 247 131 336 12 974 193 376 131 1766 12 639 118 761 1065 12 555 336 151 455 424 2761 2494 1066 14
1368 12 157 114 495 378 273 57 18637 1700 251 1118 139 125 296 145 157 335 243 273 139 2309 251 4814 256 2274 373 140 125 296 14	1903 193 351 455 376 286 131 29677 131 336 14 2062 244 2839 12 355 225 131 336 2040 12 575 1151 1766 700 14
37 426 565 210 139 137 401 139 335 57 4946 4347 140 8977 173 125 1047 117 125 3071 13 814 1067 114 250 14396 14	365 529 12 218 193 318 217 230 1786 298 252 14780 114 153 5398 9265 16381 626 14
2521 1288 9910 237 493 3479 57 2149 114 222 1746 145 273 186 3079 140 337 3961 14	2832 527 306 244 16381 12 639 382 795 230 3026 11513 151 1598 244 2868 12 355 4861 353 3650 3026 200 14
